date,oktmo,pasta,legumes,bread,flour,rice,groats,potatoes,сucumbers_tomatoes,vegetables,roots,сabbage,fruit,sugar,candy,biscuits,mutton,beef,chicken,pork,fish,herring,curd,sour_creame,butter,milk_kefir,cheese,egg,margarine,oil,salt,spice,tea,pasta_zero,pasta_mean,pasta_ffill,pasta_interpolate,legumes_zero,legumes_mean,legumes_ffill,legumes_interpolate,bread_zero,bread_mean,bread_ffill,bread_interpolate,flour_zero,flour_mean,flour_ffill,flour_interpolate,rice_zero,rice_mean,rice_ffill,rice_interpolate,groats_zero,groats_mean,groats_ffill,groats_interpolate,potatoes_zero,potatoes_mean,potatoes_ffill,potatoes_interpolate,сucumbers_tomatoes_zero,сucumbers_tomatoes_mean,сucumbers_tomatoes_ffill,сucumbers_tomatoes_interpolate,vegetables_zero,vegetables_mean,vegetables_ffill,vegetables_interpolate,roots_zero,roots_mean,roots_ffill,roots_interpolate,сabbage_zero,сabbage_mean,сabbage_ffill,сabbage_interpolate,fruit_zero,fruit_mean,fruit_ffill,fruit_interpolate,sugar_zero,sugar_mean,sugar_ffill,sugar_interpolate,candy_zero,candy_mean,candy_ffill,candy_interpolate,biscuits_zero,biscuits_mean,biscuits_ffill,biscuits_interpolate,mutton_zero,mutton_mean,mutton_ffill,mutton_interpolate,beef_zero,beef_mean,beef_ffill,beef_interpolate,chicken_zero,chicken_mean,chicken_ffill,chicken_interpolate,pork_zero,pork_mean,pork_ffill,pork_interpolate,fish_zero,fish_mean,fish_ffill,fish_interpolate,herring_zero,herring_mean,herring_ffill,herring_interpolate,curd_zero,curd_mean,curd_ffill,curd_interpolate,sour_creame_zero,sour_creame_mean,sour_creame_ffill,sour_creame_interpolate,butter_zero,butter_mean,butter_ffill,butter_interpolate,milk_kefir_zero,milk_kefir_mean,milk_kefir_ffill,milk_kefir_interpolate,cheese_zero,cheese_mean,cheese_ffill,cheese_interpolate,egg_zero,egg_mean,egg_ffill,egg_interpolate,margarine_zero,margarine_mean,margarine_ffill,margarine_interpolate,oil_zero,oil_mean,oil_ffill,oil_interpolate,salt_zero,salt_mean,salt_ffill,salt_interpolate,spice_zero,spice_mean,spice_ffill,spice_interpolate,tea_zero,tea_mean,tea_ffill,tea_interpolate
2019-01-06,99000000000.0,59.044999999999995,100.43166666666667,71.77333333333333,29.824,52.99400000000001,31.058333333333334,25.061666666666667,159.09333333333333,27.53,51.69166666666666,29.8,107.01666666666667,49.495,400.89000000000004,210.1833333333333,,384.95500000000004,186.25,320.228,,215.31500000000003,368.48,222.95333333333335,574.42,64.90166666666666,430.33666666666664,5.6866666666666665,135.0325,82.05833333333334,16.991999999999997,29.78,65.07333333333334,59.044999999999995,59.044999999999995,59.044999999999995,59.044999999999995,100.43166666666667,100.43166666666667,100.43166666666667,100.43166666666667,71.77333333333333,71.77333333333333,71.77333333333333,71.77333333333333,24.853333333333335,30.64526862026862,29.824,29.824,44.16166666666667,54.325873015873015,52.99400000000001,52.99400000000001,31.058333333333334,31.058333333333334,31.058333333333334,31.058333333333334,25.061666666666667,25.061666666666667,25.061666666666667,25.061666666666667,159.09333333333333,159.09333333333333,159.09333333333333,159.09333333333333,27.53,27.53,27.53,27.53,51.69166666666666,51.69166666666666,51.69166666666666,51.69166666666666,24.833333333333332,31.54313162184189,29.8,29.8,107.01666666666667,107.01666666666667,107.01666666666667,107.01666666666667,49.495,49.495,49.495,49.495,400.89000000000004,400.89000000000004,400.89000000000004,400.89000000000004,210.1833333333333,210.1833333333333,210.1833333333333,210.1833333333333,0.0,299.755,,,128.31833333333336,365.47796143250685,384.95500000000004,384.95500000000004,186.25,186.25,186.25,186.25,266.8566666666667,312.5450061050061,320.228,320.228,0.0,428.01050000000004,,,215.31500000000003,215.31500000000003,215.31500000000003,215.31500000000003,368.48,368.48,368.48,368.48,222.95333333333335,222.95333333333335,222.95333333333335,222.95333333333335,574.42,574.42,574.42,574.42,64.90166666666666,64.90166666666666,64.90166666666666,64.90166666666666,430.33666666666664,430.33666666666664,430.33666666666664,430.33666666666664,5.6866666666666665,5.6866666666666665,5.6866666666666665,5.6866666666666665,90.02166666666666,136.4536478669559,135.0325,135.0325,82.05833333333334,82.05833333333334,82.05833333333334,82.05833333333334,14.159999999999998,17.46253472222222,16.991999999999997,16.991999999999997,29.78,29.78,29.78,29.78,65.07333333333334,65.07333333333334,65.07333333333334,65.07333333333334
2019-01-13,99000000000.0,58.16142857142857,96.3457142857143,71.43428571428572,29.805714285714284,54.44428571428572,31.582857142857144,26.392857142857142,140.91857142857143,27.117142857142856,54.00857142857143,33.01142857142857,109.61428571428571,49.56142857142857,296.4157142857143,197.15142857142857,,386.7175,183.6057142857143,305.61428571428576,,194.9557142857143,363.5314285714286,205.62285714285713,567.8542857142858,63.86142857142857,415.13428571428574,5.792857142857143,135.75,80.18142857142857,17.13714285714286,29.75714285714286,70.58,58.16142857142857,58.16142857142857,58.16142857142857,58.16142857142857,96.3457142857143,96.3457142857143,96.3457142857143,96.3457142857143,71.43428571428572,71.43428571428572,71.43428571428572,71.43428571428572,29.805714285714284,29.805714285714284,29.805714285714284,29.805714285714284,54.44428571428572,54.44428571428572,54.44428571428572,54.44428571428572,31.582857142857144,31.582857142857144,31.582857142857144,31.582857142857144,26.392857142857142,26.392857142857142,26.392857142857142,26.392857142857142,140.91857142857143,140.91857142857143,140.91857142857143,140.91857142857143,27.117142857142856,27.117142857142856,27.117142857142856,27.117142857142856,54.00857142857143,54.00857142857143,54.00857142857143,54.00857142857143,33.01142857142857,33.01142857142857,33.01142857142857,33.01142857142857,109.61428571428571,109.61428571428571,109.61428571428571,109.61428571428571,49.56142857142857,49.56142857142857,49.56142857142857,49.56142857142857,296.4157142857143,296.4157142857143,296.4157142857143,296.4157142857143,197.15142857142857,197.15142857142857,197.15142857142857,197.15142857142857,0.0,299.755,,,220.98142857142855,373.44118949232586,386.0885714285714,380.14428571428573,183.6057142857143,183.6057142857143,183.6057142857143,183.6057142857143,305.61428571428576,305.61428571428576,305.61428571428576,305.61428571428576,0.0,428.01050000000004,,,194.9557142857143,194.9557142857143,194.9557142857143,194.9557142857143,363.5314285714286,363.5314285714286,363.5314285714286,363.5314285714286,205.62285714285713,205.62285714285713,205.62285714285713,205.62285714285713,567.8542857142858,567.8542857142858,567.8542857142858,567.8542857142858,63.86142857142857,63.86142857142857,63.86142857142857,63.86142857142857,415.13428571428574,415.13428571428574,415.13428571428574,415.13428571428574,5.792857142857143,5.792857142857143,5.792857142857143,5.792857142857143,135.75,135.75,135.75,135.75,80.18142857142857,80.18142857142857,80.18142857142857,80.18142857142857,17.13714285714286,17.13714285714286,17.13714285714286,17.13714285714286,29.75714285714286,29.75714285714286,29.75714285714286,29.75714285714286,70.58,70.58,70.58,70.58
2019-01-20,99000000000.0,56.85,89.5442857142857,70.02428571428571,30.16,54.25285714285714,32.582857142857144,27.360000000000003,143.6042857142857,27.184285714285714,54.73857142857143,34.27142857142857,109.54285714285713,49.45428571428572,281.95142857142855,198.40714285714284,,367.685,181.31428571428572,297.10857142857145,,191.67000000000002,379.2742857142857,216.54714285714286,583.2171428571429,64.14285714285714,453.88,5.938571428571429,133.16,80.35714285714286,17.212857142857143,29.20285714285714,73.7,56.85,56.85,56.85,56.85,89.5442857142857,89.5442857142857,89.5442857142857,89.5442857142857,70.02428571428571,70.02428571428571,70.02428571428571,70.02428571428571,30.16,30.16,30.16,30.16,54.25285714285714,54.25285714285714,54.25285714285714,54.25285714285714,32.582857142857144,32.582857142857144,32.582857142857144,32.582857142857144,27.360000000000003,27.360000000000003,27.360000000000003,27.360000000000003,143.6042857142857,143.6042857142857,143.6042857142857,143.6042857142857,27.184285714285714,27.184285714285714,27.184285714285714,27.184285714285714,54.73857142857143,54.73857142857143,54.73857142857143,54.73857142857143,34.27142857142857,34.27142857142857,34.27142857142857,34.27142857142857,109.54285714285713,109.54285714285713,109.54285714285713,109.54285714285713,49.45428571428572,49.45428571428572,49.45428571428572,49.45428571428572,281.95142857142855,281.95142857142855,281.95142857142855,281.95142857142855,198.40714285714284,198.40714285714284,198.40714285714284,198.40714285714284,0.0,299.755,,,210.1057142857143,362.56547520661155,369.8285714285715,361.84999999999997,181.31428571428572,181.31428571428572,181.31428571428572,181.31428571428572,297.10857142857145,297.10857142857145,297.10857142857145,297.10857142857145,0.0,428.01050000000004,,,191.67000000000002,191.67000000000002,191.67000000000002,191.67000000000002,379.2742857142857,379.2742857142857,379.2742857142857,379.2742857142857,216.54714285714286,216.54714285714286,216.54714285714286,216.54714285714286,583.2171428571429,583.2171428571429,583.2171428571429,583.2171428571429,64.14285714285714,64.14285714285714,64.14285714285714,64.14285714285714,453.88,453.88,453.88,453.88,5.938571428571429,5.938571428571429,5.938571428571429,5.938571428571429,133.16,133.16,133.16,133.16,80.35714285714286,80.35714285714286,80.35714285714286,80.35714285714286,17.212857142857143,17.212857142857143,17.212857142857143,17.212857142857143,29.20285714285714,29.20285714285714,29.20285714285714,29.20285714285714,73.7,73.7,73.7,73.7
2019-01-27,99000000000.0,56.535714285714285,96.37571428571428,71.08285714285715,29.865714285714287,58.55714285714286,34.151428571428575,28.58142857142857,154.9557142857143,28.15857142857143,56.53142857142857,34.83714285714286,103.89999999999999,49.78285714285715,297.6471428571429,194.50142857142856,,408.41,183.73428571428573,291.56714285714287,,187.81,372.06857142857143,216.51571428571427,590.9114285714286,64.10857142857142,456.8171428571428,5.792857142857143,132.78428571428572,82.34571428571428,17.288571428571426,29.582857142857144,75.39571428571428,56.535714285714285,56.535714285714285,56.535714285714285,56.535714285714285,96.37571428571428,96.37571428571428,96.37571428571428,96.37571428571428,71.08285714285715,71.08285714285715,71.08285714285715,71.08285714285715,29.865714285714287,29.865714285714287,29.865714285714287,29.865714285714287,58.55714285714286,58.55714285714286,58.55714285714286,58.55714285714286,34.151428571428575,34.151428571428575,34.151428571428575,34.151428571428575,28.58142857142857,28.58142857142857,28.58142857142857,28.58142857142857,154.9557142857143,154.9557142857143,154.9557142857143,154.9557142857143,28.15857142857143,28.15857142857143,28.15857142857143,28.15857142857143,56.53142857142857,56.53142857142857,56.53142857142857,56.53142857142857,34.83714285714286,34.83714285714286,34.83714285714286,34.83714285714286,103.89999999999999,103.89999999999999,103.89999999999999,103.89999999999999,49.78285714285715,49.78285714285715,49.78285714285715,49.78285714285715,297.6471428571429,297.6471428571429,297.6471428571429,297.6471428571429,194.50142857142856,194.50142857142856,194.50142857142856,194.50142857142856,0.0,299.755,,,350.0657142857143,400.88563459268005,411.70285714285717,406.1914285714286,183.73428571428573,183.73428571428573,183.73428571428573,183.73428571428573,291.56714285714287,291.56714285714287,291.56714285714287,291.56714285714287,0.0,428.01050000000004,,,187.81,187.81,187.81,187.81,372.06857142857143,372.06857142857143,372.06857142857143,372.06857142857143,216.51571428571427,216.51571428571427,216.51571428571427,216.51571428571427,590.9114285714286,590.9114285714286,590.9114285714286,590.9114285714286,64.10857142857142,64.10857142857142,64.10857142857142,64.10857142857142,456.8171428571428,456.8171428571428,456.8171428571428,456.8171428571428,5.792857142857143,5.792857142857143,5.792857142857143,5.792857142857143,132.78428571428572,132.78428571428572,132.78428571428572,132.78428571428572,82.34571428571428,82.34571428571428,82.34571428571428,82.34571428571428,17.288571428571426,17.288571428571426,17.288571428571426,17.288571428571426,29.582857142857144,29.582857142857144,29.582857142857144,29.582857142857144,75.39571428571428,75.39571428571428,75.39571428571428,75.39571428571428
2019-02-03,99000000000.0,55.61714285714286,102.44714285714285,70.60571428571428,29.84,58.83142857142857,32.97,27.931428571428572,158.33714285714285,29.04285714285714,58.56,32.857142857142854,113.08571428571429,49.68142857142857,290.1671428571429,196.15,,397.96,184.42714285714285,295.81,,198.21857142857144,365.70142857142855,216.03857142857143,579.12,64.48428571428572,462.9985714285714,5.315714285714286,133.47857142857143,81.37857142857142,18.34,29.187142857142856,75.39571428571428,55.61714285714286,55.61714285714286,55.61714285714286,55.61714285714286,102.44714285714285,102.44714285714285,102.44714285714285,102.44714285714285,70.60571428571428,70.60571428571428,70.60571428571428,70.60571428571428,29.84,29.84,29.84,29.84,58.83142857142857,58.83142857142857,58.83142857142857,58.83142857142857,32.97,32.97,32.97,32.97,27.931428571428572,27.931428571428572,27.931428571428572,27.931428571428572,158.33714285714285,158.33714285714285,158.33714285714285,158.33714285714285,29.04285714285714,29.04285714285714,29.04285714285714,29.04285714285714,58.56,58.56,58.56,58.56,32.857142857142854,32.857142857142854,32.857142857142854,32.857142857142854,113.08571428571429,113.08571428571429,113.08571428571429,113.08571428571429,49.68142857142857,49.68142857142857,49.68142857142857,49.68142857142857,290.1671428571429,290.1671428571429,290.1671428571429,290.1671428571429,196.15,196.15,196.15,196.15,0.0,299.755,,,227.40571428571428,379.8654752066115,387.8971428571429,395.735,184.42714285714285,184.42714285714285,184.42714285714285,184.42714285714285,295.81,295.81,295.81,295.81,0.0,428.01050000000004,,,198.21857142857144,198.21857142857144,198.21857142857144,198.21857142857144,365.70142857142855,365.70142857142855,365.70142857142855,365.70142857142855,216.03857142857143,216.03857142857143,216.03857142857143,216.03857142857143,579.12,579.12,579.12,579.12,64.48428571428572,64.48428571428572,64.48428571428572,64.48428571428572,462.9985714285714,462.9985714285714,462.9985714285714,462.9985714285714,5.315714285714286,5.315714285714286,5.315714285714286,5.315714285714286,133.47857142857143,133.47857142857143,133.47857142857143,133.47857142857143,81.37857142857142,81.37857142857142,81.37857142857142,81.37857142857142,18.34,18.34,18.34,18.34,29.187142857142856,29.187142857142856,29.187142857142856,29.187142857142856,75.39571428571428,75.39571428571428,75.39571428571428,75.39571428571428
2019-02-10,99000000000.0,55.269999999999996,104.43142857142857,69.64714285714285,30.632857142857144,53.519999999999996,30.888571428571428,27.28142857142857,158.5171428571429,29.987142857142857,57.67857142857143,36.73857142857143,111.60000000000001,49.56,289.2257142857143,196.54999999999998,,431.9,182.45285714285714,293.2471428571429,,208.73714285714286,376.3528571428572,219.21,590.3142857142857,64.32285714285715,461.55428571428575,5.337142857142857,129.31428571428572,79.94000000000001,18.279999999999998,28.914285714285715,71.83714285714287,55.269999999999996,55.269999999999996,55.269999999999996,55.269999999999996,104.43142857142857,104.43142857142857,104.43142857142857,104.43142857142857,69.64714285714285,69.64714285714285,69.64714285714285,69.64714285714285,30.632857142857144,30.632857142857144,30.632857142857144,30.632857142857144,53.519999999999996,53.519999999999996,53.519999999999996,53.519999999999996,30.888571428571428,30.888571428571428,30.888571428571428,30.888571428571428,27.28142857142857,27.28142857142857,27.28142857142857,27.28142857142857,158.5171428571429,158.5171428571429,158.5171428571429,158.5171428571429,29.987142857142857,29.987142857142857,29.987142857142857,29.987142857142857,57.67857142857143,57.67857142857143,57.67857142857143,57.67857142857143,36.73857142857143,36.73857142857143,36.73857142857143,36.73857142857143,111.60000000000001,111.60000000000001,111.60000000000001,111.60000000000001,49.56,49.56,49.56,49.56,289.2257142857143,289.2257142857143,289.2257142857143,289.2257142857143,196.54999999999998,196.54999999999998,196.54999999999998,196.54999999999998,0.0,299.755,,,246.79999999999998,399.2597609208973,433.1042857142857,431.26142857142855,182.45285714285714,182.45285714285714,182.45285714285714,182.45285714285714,293.2471428571429,293.2471428571429,293.2471428571429,293.2471428571429,0.0,428.01050000000004,,,208.73714285714286,208.73714285714286,208.73714285714286,208.73714285714286,376.3528571428572,376.3528571428572,376.3528571428572,376.3528571428572,219.21,219.21,219.21,219.21,590.3142857142857,590.3142857142857,590.3142857142857,590.3142857142857,64.32285714285715,64.32285714285715,64.32285714285715,64.32285714285715,461.55428571428575,461.55428571428575,461.55428571428575,461.55428571428575,5.337142857142857,5.337142857142857,5.337142857142857,5.337142857142857,129.31428571428572,129.31428571428572,129.31428571428572,129.31428571428572,79.94000000000001,79.94000000000001,79.94000000000001,79.94000000000001,18.279999999999998,18.279999999999998,18.279999999999998,18.279999999999998,28.914285714285715,28.914285714285715,28.914285714285715,28.914285714285715,71.83714285714287,71.83714285714287,71.83714285714287,71.83714285714287
2019-02-17,99000000000.0,57.16571428571429,104.96428571428571,71.81428571428572,31.207142857142856,54.714285714285715,32.002857142857145,28.274285714285714,159.87142857142857,29.737142857142857,57.63285714285714,40.31714285714286,117.28571428571429,49.54142857142857,315.5314285714286,188.97571428571428,,413.78000000000003,184.48857142857145,289.3614285714286,,210.76714285714283,373.0828571428571,212.61285714285714,578.2042857142857,63.66571428571428,461.5628571428571,5.2942857142857145,130.5257142857143,78.5657142857143,18.251428571428573,29.437142857142856,75.78,57.16571428571429,57.16571428571429,57.16571428571429,57.16571428571429,104.96428571428571,104.96428571428571,104.96428571428571,104.96428571428571,71.81428571428572,71.81428571428572,71.81428571428572,71.81428571428572,31.207142857142856,31.207142857142856,31.207142857142856,31.207142857142856,54.714285714285715,54.714285714285715,54.714285714285715,54.714285714285715,32.002857142857145,32.002857142857145,32.002857142857145,32.002857142857145,28.274285714285714,28.274285714285714,28.274285714285714,28.274285714285714,159.87142857142857,159.87142857142857,159.87142857142857,159.87142857142857,29.737142857142857,29.737142857142857,29.737142857142857,29.737142857142857,57.63285714285714,57.63285714285714,57.63285714285714,57.63285714285714,40.31714285714286,40.31714285714286,40.31714285714286,40.31714285714286,117.28571428571429,117.28571428571429,117.28571428571429,117.28571428571429,49.54142857142857,49.54142857142857,49.54142857142857,49.54142857142857,315.5314285714286,315.5314285714286,315.5314285714286,315.5314285714286,188.97571428571428,188.97571428571428,188.97571428571428,188.97571428571428,0.0,299.755,,,177.33428571428573,380.61396694214875,424.20285714285717,414.9425714285714,184.48857142857145,184.48857142857145,184.48857142857145,184.48857142857145,289.3614285714286,289.3614285714286,289.3614285714286,289.3614285714286,0.0,428.01050000000004,,,210.76714285714283,210.76714285714283,210.76714285714283,210.76714285714283,373.0828571428571,373.0828571428571,373.0828571428571,373.0828571428571,212.61285714285714,212.61285714285714,212.61285714285714,212.61285714285714,578.2042857142857,578.2042857142857,578.2042857142857,578.2042857142857,63.66571428571428,63.66571428571428,63.66571428571428,63.66571428571428,461.5628571428571,461.5628571428571,461.5628571428571,461.5628571428571,5.2942857142857145,5.2942857142857145,5.2942857142857145,5.2942857142857145,130.5257142857143,130.5257142857143,130.5257142857143,130.5257142857143,78.5657142857143,78.5657142857143,78.5657142857143,78.5657142857143,18.251428571428573,18.251428571428573,18.251428571428573,18.251428571428573,29.437142857142856,29.437142857142856,29.437142857142856,29.437142857142856,75.78,75.78,75.78,75.78
2019-02-24,99000000000.0,58.971428571428575,104.41285714285713,71.96714285714286,30.541428571428572,55.701428571428565,32.48428571428571,29.557142857142857,179.24857142857144,32.309999999999995,59.22571428571428,42.228571428571435,119.91428571428571,49.347142857142856,325.92571428571426,186.84428571428572,,441.7033333333334,188.11142857142858,289.29571428571427,,204.75142857142856,370.11,214.65285714285713,565.8657142857143,63.575714285714284,462.42571428571426,5.094285714285713,126.95833333333333,79.95857142857143,18.97142857142857,30.814285714285713,79.86714285714287,58.971428571428575,58.971428571428575,58.971428571428575,58.971428571428575,104.41285714285713,104.41285714285713,104.41285714285713,104.41285714285713,71.96714285714286,71.96714285714286,71.96714285714286,71.96714285714286,30.541428571428572,30.541428571428572,30.541428571428572,30.541428571428572,55.701428571428565,55.701428571428565,55.701428571428565,55.701428571428565,32.48428571428571,32.48428571428571,32.48428571428571,32.48428571428571,29.557142857142857,29.557142857142857,29.557142857142857,29.557142857142857,179.24857142857144,179.24857142857144,179.24857142857144,179.24857142857144,32.309999999999995,32.309999999999995,32.309999999999995,32.309999999999995,59.22571428571428,59.22571428571428,59.22571428571428,59.22571428571428,42.228571428571435,42.228571428571435,42.228571428571435,42.228571428571435,119.91428571428571,119.91428571428571,119.91428571428571,119.91428571428571,49.347142857142856,49.347142857142856,49.347142857142856,49.347142857142856,325.92571428571426,325.92571428571426,325.92571428571426,325.92571428571426,186.84428571428572,186.84428571428572,186.84428571428572,186.84428571428572,0.0,299.755,,,189.3014285714286,392.5811097992916,420.55285714285714,429.26828571428575,188.11142857142858,188.11142857142858,188.11142857142858,188.11142857142858,289.29571428571427,289.29571428571427,289.29571428571427,289.29571428571427,0.0,428.01050000000004,,,204.75142857142856,204.75142857142856,204.75142857142856,204.75142857142856,370.11,370.11,370.11,370.11,214.65285714285713,214.65285714285713,214.65285714285713,214.65285714285713,565.8657142857143,565.8657142857143,565.8657142857143,565.8657142857143,63.575714285714284,63.575714285714284,63.575714285714284,63.575714285714284,462.42571428571426,462.42571428571426,462.42571428571426,462.42571428571426,5.094285714285713,5.094285714285713,5.094285714285713,5.094285714285713,108.82142857142857,128.72084908583824,126.27285714285713,126.91214285714285,79.95857142857143,79.95857142857143,79.95857142857143,79.95857142857143,18.97142857142857,18.97142857142857,18.97142857142857,18.97142857142857,30.814285714285713,30.814285714285713,30.814285714285713,30.814285714285713,79.86714285714287,79.86714285714287,79.86714285714287,79.86714285714287
2019-03-03,99000000000.0,58.32285714285714,99.41142857142857,72.90285714285714,31.725714285714286,56.879999999999995,33.6,30.23857142857143,182.97714285714284,32.325714285714284,56.449999999999996,42.30285714285714,118.08571428571429,49.348571428571425,307.3171428571428,193.75714285714284,,425.945,183.71714285714285,295.1171428571429,,199.74714285714285,374.1485714285714,217.95000000000002,563.2885714285715,64.4342857142857,470.4742857142857,4.9071428571428575,127.6842857142857,80.7042857142857,18.97,29.557142857142857,77.90142857142857,58.32285714285714,58.32285714285714,58.32285714285714,58.32285714285714,99.41142857142857,99.41142857142857,99.41142857142857,99.41142857142857,72.90285714285714,72.90285714285714,72.90285714285714,72.90285714285714,31.725714285714286,31.725714285714286,31.725714285714286,31.725714285714286,56.879999999999995,56.879999999999995,56.879999999999995,56.879999999999995,33.6,33.6,33.6,33.6,30.23857142857143,30.23857142857143,30.23857142857143,30.23857142857143,182.97714285714284,182.97714285714284,182.97714285714284,182.97714285714284,32.325714285714284,32.325714285714284,32.325714285714284,32.325714285714284,56.449999999999996,56.449999999999996,56.449999999999996,56.449999999999996,42.30285714285714,42.30285714285714,42.30285714285714,42.30285714285714,118.08571428571429,118.08571428571429,118.08571428571429,118.08571428571429,49.348571428571425,49.348571428571425,49.348571428571425,49.348571428571425,307.3171428571428,307.3171428571428,307.3171428571428,307.3171428571428,193.75714285714284,193.75714285714284,193.75714285714284,193.75714285714284,0.0,299.755,,,243.39714285714285,395.85690377804013,438.62857142857143,432.96628571428573,183.71714285714285,183.71714285714285,183.71714285714285,183.71714285714285,295.1171428571429,295.1171428571429,295.1171428571429,295.1171428571429,0.0,428.01050000000004,,,199.74714285714285,199.74714285714285,199.74714285714285,199.74714285714285,374.1485714285714,374.1485714285714,374.1485714285714,374.1485714285714,217.95000000000002,217.95000000000002,217.95000000000002,217.95000000000002,563.2885714285715,563.2885714285715,563.2885714285715,563.2885714285715,64.4342857142857,64.4342857142857,64.4342857142857,64.4342857142857,470.4742857142857,470.4742857142857,470.4742857142857,470.4742857142857,4.9071428571428575,4.9071428571428575,4.9071428571428575,4.9071428571428575,127.6842857142857,127.6842857142857,127.6842857142857,127.6842857142857,80.7042857142857,80.7042857142857,80.7042857142857,80.7042857142857,18.97,18.97,18.97,18.97,29.557142857142857,29.557142857142857,29.557142857142857,29.557142857142857,77.90142857142857,77.90142857142857,77.90142857142857,77.90142857142857
2019-03-10,99000000000.0,59.19,108.04285714285713,72.93571428571428,32.40571428571429,53.02428571428572,33.66285714285714,29.414285714285715,153.51714285714283,30.637142857142855,60.09285714285715,44.59142857142857,120.39999999999999,49.21714285714285,415.28714285714284,195.71142857142857,,436.08666666666664,187.06285714285715,290.00714285714287,,199.55714285714288,363.7357142857143,208.83285714285714,511.5571428571429,64.27571428571429,471.86285714285714,4.982857142857143,119.2475,80.62142857142858,18.518571428571427,30.208571428571428,76.17142857142858,59.19,59.19,59.19,59.19,108.04285714285713,108.04285714285713,108.04285714285713,108.04285714285713,72.93571428571428,72.93571428571428,72.93571428571428,72.93571428571428,32.40571428571429,32.40571428571429,32.40571428571429,32.40571428571429,53.02428571428572,53.02428571428572,53.02428571428572,53.02428571428572,33.66285714285714,33.66285714285714,33.66285714285714,33.66285714285714,29.414285714285715,29.414285714285715,29.414285714285715,29.414285714285715,153.51714285714283,153.51714285714283,153.51714285714283,153.51714285714283,30.637142857142855,30.637142857142855,30.637142857142855,30.637142857142855,60.09285714285715,60.09285714285715,60.09285714285715,60.09285714285715,44.59142857142857,44.59142857142857,44.59142857142857,44.59142857142857,120.39999999999999,120.39999999999999,120.39999999999999,120.39999999999999,49.21714285714285,49.21714285714285,49.21714285714285,49.21714285714285,415.28714285714284,415.28714285714284,415.28714285714284,415.28714285714284,195.71142857142857,195.71142857142857,195.71142857142857,195.71142857142857,0.0,299.755,,,186.8942857142857,390.1739669421487,440.0942857142857,437.4642857142857,187.06285714285715,187.06285714285715,187.06285714285715,187.06285714285715,290.00714285714287,290.00714285714287,290.00714285714287,290.00714285714287,0.0,428.01050000000004,,,199.55714285714288,199.55714285714288,199.55714285714288,199.55714285714288,363.7357142857143,363.7357142857143,363.7357142857143,363.7357142857143,208.83285714285714,208.83285714285714,208.83285714285714,208.83285714285714,511.5571428571429,511.5571428571429,511.5571428571429,511.5571428571429,64.27571428571429,64.27571428571429,64.27571428571429,64.27571428571429,471.86285714285714,471.86285714285714,471.86285714285714,471.86285714285714,4.982857142857143,4.982857142857143,4.982857142857143,4.982857142857143,68.14142857142858,127.83969011465759,120.17,119.47057142857143,80.62142857142858,80.62142857142858,80.62142857142858,80.62142857142858,18.518571428571427,18.518571428571427,18.518571428571427,18.518571428571427,30.208571428571428,30.208571428571428,30.208571428571428,30.208571428571428,76.17142857142858,76.17142857142858,76.17142857142858,76.17142857142858
